,mean,var,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45,trial_46,trial_47,trial_48,trial_49,trial_50,trial_51,trial_52,trial_53,trial_54,trial_55,trial_56,trial_57,trial_58,trial_59,trial_60,trial_61,trial_62,trial_63,trial_64,trial_65,trial_66,trial_67,trial_68,trial_69,trial_70,trial_71,trial_72,trial_73,trial_74,trial_75,trial_76,trial_77,trial_78,trial_79,trial_80,trial_81,trial_82,trial_83,trial_84,trial_85,trial_86,trial_87,trial_88,trial_89,trial_90,trial_91,trial_92,trial_93,trial_94,trial_95,trial_96,trial_97,trial_98,trial_99,trial_100
myosin_motor,0.08934378605696654,0.002171785023405116,0.08013715166323052,0.07632665093545453,0.09549197158548728,0.12959257429518892,0.08037186826292406,0.1817396280866689,0.11666456084860329,0.044970074555104,0.12810103435323733,0.054767132747307566,0.05681941141602194,0.18977868689734706,0.08863404698060331,0.07900795088362499,0.02131686276845571,0.11364640049403318,0.09558640934601571,0.08920468886744375,0.08908940763557449,0.16331092840294148,0.03487084837533629,0.19399007393639042,0.10540653247790831,0.10153263876549394,0.07018521632540935,0.05225405605966555,0.02673993204945792,0.027782678697612716,0.08812777438884276,0.02530099210691705,0.061368114217320434,0.027038278325864855,0.09796130398716017,0.07081112176403576,0.026585879888834436,0.25077055395943554,0.08708241517911147,0.1323061293687213,0.060629865426531926,0.1347505790774889,0.041401472050197834,0.09262680521417802,0.1352051689126729,0.04951839436401225,0.06349771341775158,0.03152299739611199,0.12955932492045563,0.09080645200042797,0.09111560067694986,0.038320963728913846,0.0886195722017906,0.10111905195945076,0.17146950857034976,0.06891108481378108,0.10067196344024577,0.04035723075713196,0.0738886352473779,0.15809207504329273,0.1499744268655402,0.1325661956184457,0.043479087946658834,0.09201420887121044,0.04640828742533463,0.10848040483390071,0.08556967134830452,0.07197834714718444,0.08233968438309396,0.12600411555973995,0.14206021708904865,0.09178747182113066,0.04412682734623676,0.03380179822266319,0.0795169486933135,0.12052555046317368,0.17172649514829122,0.07371741881360148,0.16669555592369217,0.0961546648169661,0.11246364037320243,0.06006264733358911,0.04788960500963952,0.1193844271632448,0.10370792486629771,0.06928312464851123,0.0404952212902276,0.09444531332290407,0.20477516949046845,0.18442366093775772,0.08407783720922556,0.11999410529140735,0.07214353790005563,0.045562165392716666,0.049982581990188985,0.043693792779473675,0.030713218653402406,0.029887510344157882,0.06662499536585659,0.06959057316342494,0.06604325812326188,0.04345047659221258
PL6_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL17_2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL35_dist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL1,0.17409108769538115,0.0023320082440414897,0.19672139626836616,0.11869793948046807,0.15109740937946467,0.18503966626957338,0.1990609723398947,0.14555877358160763,0.16231837780709527,0.2502786161737599,0.27142371983200164,0.19112719013308196,0.17541844844901167,0.10797883093094236,0.12059000867591767,0.11473093794260904,0.1084670984492059,0.12969139995354514,0.1841312030408792,0.15966718489376305,0.07602352064715386,0.20441898778789044,0.16871447558847527,0.16971077663130926,0.0874919732045967,0.1908186361045027,0.0738218478432359,0.18982274925756676,0.21673190753628951,0.08139605753401583,0.24800172362987602,0.22840633774840663,0.156065964068308,0.17535519914609565,0.11079364587067302,0.1547177125071173,0.21108356920234975,0.23485074059247973,0.22255277058749612,0.15225564819413195,0.18559493962750478,0.19054501804184215,0.21219480643759997,0.14245136497826516,0.1942776779462238,0.15390597913957804,0.18998498093301433,0.22023535801416383,0.12017433471975413,0.14659444976488745,0.2603048610472481,0.14150364738871102,0.11637546905133894,0.22621825546163524,0.13281654038911625,0.25928113235045674,0.13635133532808538,0.2833980042058785,0.14478522715496303,0.2786353338166113,0.10998964294107669,0.1760919764094869,0.21053901655907226,0.21809304679889258,0.23378779372846248,0.17269633815553978,0.21389951916596797,0.1537072960458189,0.22183426513986737,0.15041453974748756,0.23557121809260945,0.17394097519138563,0.11975226283625877,0.2614836248039362,0.19972007634948405,0.15592270853990853,0.1532661936068695,0.1487248284444821,0.19786783274166678,0.15613363786965262,0.15265749340998605,0.0824699327352955,0.1238173583282237,0.14945585142083995,0.24261056265394088,0.2108829971739484,0.2030432460480131,0.18461834800178575,0.21884377008859973,0.16200179566181958,0.16386304622217276,0.17223090247970682,0.17298019785102436,0.13440426599664598,0.12022885940488905,0.17113174521694008,0.11788338405555625,0.14394841754497842,0.1879067265098904,0.1101729243344625,0.21827373842091083,0.24158427973051583
PL1_2,0.01563652935575045,6.282743039821041e-05,0.01608865509065682,0.012228208718927968,0.00934072786427835,0.016455515447709755,0.01618672689481301,0.016725890435143324,0.021527012262304423,0.007728419163375864,0.016686565016659244,0.013496867270898646,0.012450680370421796,0.02038280853703814,0.0340497309239158,0.009149779734050538,0.015065409109583781,0.016309731400605917,0.020309834777342776,0.0016460701979891465,0.011319021406825266,0.02122649653982043,0.012887076953590532,0.011936915736528256,0.00367799769612365,0.018611896920864925,0.026155013249149935,0.011911826259010919,0.0018853573939726542,0.004911324529386336,0.022011676540688353,0.013475061509946129,0.028835554714863303,0.007282709839714114,0.02494715499357954,0.00943429750450553,0.012848567158536597,0.015649328870093925,0.030202610548657898,0.03298624061796108,0.005414473303379648,0.02499886613077184,0.011531619887449992,0.003945318285021922,0.0052960168771777425,0.008797808929689382,0.009297333221832897,0.00852468088931881,0.013556550635276745,0.009754803583445057,0.01314049986598386,0.009365493896785806,0.025305682526090646,0.00950461847157657,0.008958428936343812,0.011203747717252653,0.015021403638011738,0.017971045118687985,0.016955407902464414,0.017960980201499846,0.0010271257937915345,0.008954286611571854,0.018606974868814782,0.035458202571985585,0.015185113157098263,0.018084200610375085,0.017257666979689622,0.0220164738598507,0.020791040904761096,0.026034824380060856,0.02236317049612323,0.01891669669308222,0.003008060029410758,0.02002446669911151,0.029028851953207528,0.020478118669143727,0.026614630132860882,0.002643257289948384,0.007156848528583908,0.017819563617422214,0.013022075889338734,0.018018303197216087,0.023578184297907187,0.014599473320974311,0.01187516490586124,0.023700754163084328,0.01949497090413266,0.011340420325104262,0.005951628119597308,0.024924769721593777,0.00737183145389463,0.012360153105110227,0.01114947476026181,0.028233864366784954,0.031724412533195925,0.010015302996914732,0.03322389720588329,0.014436192017008674,0.015387163187252442,0.008734173364659602,0.018370596361511598,0.01014101331326728
PL1_4,0.011643808581265227,3.137641723570493e-05,0.017099944468176094,0.02455825681005188,0.01262758679968405,0.012488726258674147,0.008694733012115112,0.004484268502816629,0.015251518804736828,0.012725328835083038,0.015997940180190937,0.008061512122766248,0.013455883295636658,0.011906225583171066,0.010721249124080562,0.009831048515860174,0.010416340680500373,0.013635778086530041,0.0006953344549490096,0.01499848531530731,0.008723671541327185,0.011559748751157135,0.012502477059317663,0.013653979822199624,0.014432640739968139,0.013972835603235183,0.007562022386832403,0.013564400774363326,0.008025028676193533,0.011014414537202243,0.008703277851616677,0.007684546796790505,0.016836733597411533,0.0054848664044887556,0.01069238637670891,0.0020940697987006456,0.0047994930606594976,0.01395899591702173,0.010287714238535483,0.010506732804934112,0.0008632906979121775,0.010488828572745043,0.016812998000637316,0.004247614304570176,0.027512467939624117,0.015732740627724055,0.005689331455521158,0.008063598803386298,0.009485050337885886,0.012659768926528278,0.020131749042088733,0.015303308924902951,0.009555966600775801,0.0055056952201948586,0.030269023173081267,0.015120935039861498,0.009060497605513834,0.020259072391913973,0.00947721385083069,0.01615692003402618,0.0096819499822322,0.004400437977852365,0.013333078997911077,0.027486774051005032,0.021574197432989724,0.009265946367169169,0.006091969409371709,0.012376525190508416,0.00967741914299379,0.009773337775331067,0.02290017691505961,0.012631623625088758,0.00642409079910481,0.02241384404759313,0.0090824002789623,0.009804203185610042,0.015316093982360156,0.009111986716281032,0.0028720921088944986,0.010874084351750241,0.005985986924873237,0.014860445766329423,0.017947319617889652,0.00446148526592335,0.012121828551710396,0.014182162148703667,0.015276793951467825,0.007259574617462282,0.012278350886601449,0.007616295180116417,0.014592647520590266,0.008681252506400144,0.018423837744168628,0.014870740617449101,0.0066390156120583995,0.005970114977447776,0.011600708271089727,0.011358830656384487,0.006410694363695562,0.010924064535458208,0.006223654384001679,0.0054965525499135835
PL1_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PL1_7,0.10919804912688169,0.001799799218383741,0.13505361022644996,0.09037045771844222,0.05704303737762994,0.09580864468538666,0.11169770464996409,0.09024378853453509,0.12801880868709842,0.18994628011426218,0.18971252100459599,0.08483608334156587,0.09861397478782734,0.08475609583644983,0.09477705039681267,0.046574087220456736,0.05023492242188245,0.07358893826112924,0.11019449429530927,0.08049995300295226,0.02940846637406209,0.10143155088439838,0.0630027172951588,0.13825416247654837,0.07193369665435832,0.09121865183839133,0.08545409843625137,0.16849823603784012,0.0797314976160843,0.06270862993570253,0.18130681740133237,0.07662900026801024,0.1245027668373628,0.10072342721959734,0.07494528364039756,0.055439994047849134,0.12921408846472965,0.2466310159037917,0.154394712437024,0.07652777629413667,0.11488240937387484,0.07656371036299425,0.14855278909685518,0.05407127445573575,0.11227472082723991,0.0749255426368136,0.09477843006270764,0.10609255010588442,0.09175063733761721,0.11954221690800765,0.15081239382540126,0.12030728358076374,0.058555814088515214,0.0878058292777165,0.12826348129359436,0.204499717171987,0.05542556386777692,0.15802516229958405,0.07633778841890966,0.20964201921886924,0.11204100152147398,0.0958215488493612,0.10136265034258517,0.08140694089856554,0.12309421463758138,0.1275523695336669,0.11758480483148136,0.07185680067153613,0.13032697211339098,0.055021263200710865,0.09383840537421653,0.12549709889800653,0.04243625943540859,0.1454044799690779,0.133211205468551,0.12398252662342207,0.16542478824075715,0.1180209354915127,0.16866992931409022,0.12074677731422404,0.1327555379184362,0.05919792475788381,0.0714347011009966,0.07880195565262367,0.10210221064746185,0.09628922845566225,0.23238691276277962,0.10694869088756959,0.1643091232516578,0.12725715283648376,0.11145798742372084,0.13399329986683445,0.2091806155592007,0.10001013835084102,0.09617484665905918,0.07401107315960664,0.10076375375767156,0.1190890133294988,0.09146487691963605,0.07739941060272032,0.13775055793520435,0.07668855128637841
PL1_9,0.0009573680178969,2.2220715416368297e-06,8.618728501967345e-07,0.006268260260050791,0.0,1.8802864908658176e-05,0.0012276266940587967,4.3991800918625284e-05,4.342894318085226e-05,3.097533382680586e-07,1.9696284887301056e-05,0.0008733354580966317,5.017153562492427e-05,0.0,5.299900002497074e-07,2.283109964921511e-05,0.0007542787643117773,0.0027493625833877986,0.00046333331199561556,0.0016491569433630855,0.0,5.493412276897951e-06,0.0020389696028236897,0.002587985080560877,0.0,0.0011760208880489964,2.3221773095897053e-05,0.0,1.261677300207938e-05,0.0012456763584590583,0.0013948518207508875,2.2231403549700114e-05,6.424580067020945e-05,0.0,0.0013272525028983908,5.78127038092946e-05,1.351317650081952e-05,7.087069696843226e-06,0.0012266785915568726,0.0009454412159893664,0.0,0.004079234400630524,0.001573333104520281,0.0,2.4062253491075604e-06,1.7099555204946665e-06,8.311755163971778e-07,1.9426465210909017e-05,4.318011012443389e-07,6.099556587375141e-06,0.0019304344733707113,1.0030919461558246e-05,0.0010639333432667939,0.004377486286556399,9.997178642110952e-06,1.1490839996597677e-06,0.003292003456816146,0.001821689358464677,1.9039215174011784e-06,3.40757245665813e-05,0.000608987102277116,0.002199875368457868,0.00022534319261151192,0.001118015614400954,3.4669212021807964e-05,2.8915217038359304e-05,0.0015047817576210741,0.00047630545400100427,0.0,2.4765733733806603e-05,1.491806922542502e-06,0.001986261981795963,0.0009741103352111344,0.0016170336108956294,1.8575166518182846e-05,0.0022139035725227125,0.0004075380445096334,0.0013426765706361346,0.0034154697285685544,1.8158158484445163e-07,0.001498128577438584,0.0,1.0004777323684682e-05,0.0017028851302865935,0.0023501970868144654,0.007507432994923981,0.0012738544642556283,9.008101655819635e-05,0.004584516451886456,5.582686265246795e-06,2.372804473713953e-06,0.002348186266395612,1.935134751763608e-06,8.310876169759282e-06,0.0013595475202278764,0.0,0.0,0.006525863140222366,3.2816550884632203e-06,0.0022472397759729294,1.3755772866383293e-05,0.001443471841028455
