,mean,var,trial_1,trial_2,trial_3,trial_4,trial_5,trial_6,trial_7,trial_8,trial_9,trial_10,trial_11,trial_12,trial_13,trial_14,trial_15,trial_16,trial_17,trial_18,trial_19,trial_20,trial_21,trial_22,trial_23,trial_24,trial_25,trial_26,trial_27,trial_28,trial_29,trial_30,trial_31,trial_32,trial_33,trial_34,trial_35,trial_36,trial_37,trial_38,trial_39,trial_40,trial_41,trial_42,trial_43,trial_44,trial_45,trial_46,trial_47,trial_48,trial_49,trial_50,trial_51,trial_52,trial_53,trial_54,trial_55,trial_56,trial_57,trial_58,trial_59,trial_60,trial_61,trial_62,trial_63,trial_64,trial_65,trial_66,trial_67,trial_68,trial_69,trial_70,trial_71,trial_72,trial_73,trial_74,trial_75,trial_76,trial_77,trial_78,trial_79,trial_80,trial_81,trial_82,trial_83,trial_84,trial_85,trial_86,trial_87,trial_88,trial_89,trial_90,trial_91,trial_92,trial_93,trial_94,trial_95,trial_96,trial_97,trial_98,trial_99,trial_100
AA1_1,-0.10891229500650912,0.023334723867496833,-0.16913310069944132,-0.3452469413471973,-0.1547153086378254,-0.2900912855656782,0.2643588126281155,-0.2689807701332519,-0.0793537378428595,-0.060087216449521995,-0.36458825232522807,-0.3462312338281217,-0.2539527946149142,-0.07465023158547646,-0.2630922429742461,-0.4410423900968095,-0.13274432330198568,0.008431876013471026,-0.21937473995658946,0.063249918432079,-0.12755751743086172,0.22736889895603987,-0.04796993475562805,-0.04545966203813132,0.07313395743473416,-0.0435154721323725,0.08188129077423273,-0.22962982485613848,-0.11836260076228207,-0.11179401863013072,-0.17800239784238944,0.04072879955950245,0.10837348535819383,0.08838764517880633,-0.14341316261106835,0.061758868022897075,-0.24053872239450788,0.02825939455924549,-0.10293083106956917,-0.2350353412294454,-0.14566924946503879,-0.035612371608308165,-0.31501787455364716,0.12780079866197566,-0.15685761137859816,-0.16475211399912046,-0.31695900585956704,0.05827925254746445,-0.07082855488342231,-0.12838323076224464,0.20777861165280673,-0.05660868466787911,-0.07281307344010673,-0.07653021034092837,-0.12354765343082606,-0.41501193360139466,-0.3208803195381547,-0.12078668922637062,0.027781503810684435,0.13999259912983372,-0.22118416717674672,-0.05988160279036846,-0.19807539444305128,-0.3109353977218526,-0.19472466889140738,-0.16913288501628923,-0.2670317291309493,-0.007139715824455287,-0.06075059140603531,0.034394014798586045,-0.186233751843833,-0.09623301907033133,-0.24822069518885215,-0.2101938537737946,-0.14713092254176846,-0.16448308473612175,-0.5187335067349057,-0.25830997921933696,-0.0016259654839325985,-0.16411287499256647,-0.058889934933942456,-0.17613994741300731,0.024343895800509045,0.12538855323111328,-0.08150277417555125,-0.058535658798859184,-0.005344093995231956,-0.29235063788492643,0.10762998049978115,-0.026611200797568006,0.1405198467640774,-0.11132256468409378,-0.026651915498292416,-0.09765136757661101,-0.09079045103281386,0.07356064960445599,-0.14042016421133185,0.019076490539537614,-0.40777787505096164,-0.13702089624530958,-0.23261459453219813,0.011801870075517234
AA2,0.5192569066586066,0.022409723815676817,0.6589750589698856,0.5734117828307038,0.5262301966029469,0.722745189269169,0.6064892945648536,0.5163806194807898,0.4776604112735437,0.5329993945893284,0.5838221299664605,0.5755907136200714,0.6762391822331986,0.6305758549576506,0.5134348169280608,0.7286617404178339,0.3860476417261801,0.8354268233597281,0.4790010274486342,0.18235508669260977,0.4353488755341791,0.46667594580510946,0.46750210628333894,0.6120110444986695,0.4498254794975847,0.5882749029621668,0.4626411742608177,0.7207727106709828,0.4812499862103007,0.5427524224743023,0.7869454363926672,0.487153398700032,0.4751891880093682,0.29567288384834994,0.41195277227730914,0.38393525525343664,0.6153466871593034,0.4106546592920767,0.4491758866994534,0.8734805790165842,0.429968142634149,0.6599106995402435,0.5646942771860755,0.6485693684951992,0.3184148278880578,0.8962349675201519,0.5810856198863437,0.43726592793259983,0.3022060304856367,0.6421916555522266,0.3339893996323784,0.4835489374238277,0.30910617949868324,0.5413126050138587,0.4037763808092813,0.49006069758575077,0.33402701275058944,0.3332247211270941,0.7257086196232687,0.27731461705186344,0.293323386331848,0.458791498248245,0.5652690667550616,0.5609036934297872,0.4910723843108093,0.4504211611010033,0.4385826043233908,0.6068242073515697,0.45124696850374024,0.5898269460201481,0.506495532179199,0.42653963437922426,0.5843463429185791,0.680086033758545,0.5458893981555986,0.2531845892416601,0.7853278815894748,0.5313149266641225,0.4160479928187292,0.3997315374906211,0.3807485172495702,0.5472599302270861,0.6657178832944299,0.3384158510095359,0.4224680619120848,0.5079812471899898,0.4829126476734554,0.80675638721228,0.45981875818913376,0.615826787147654,0.33137905703334997,0.5310554212762844,0.6467112970534574,0.5957873963514626,0.3836724335908799,0.5026938998572837,0.3348343981421586,0.38309489029277055,0.6125440582712637,0.9010385240166303,0.7925289356870049,0.3119994501965651
AA3_1,-0.024886702015992582,0.01291603039988419,-0.025708466430926027,0.3653433576773531,0.06788430543058085,0.24557198721988158,-0.06495249284604995,0.0745945513647319,0.001532281147517733,0.061148217780912416,-0.02536895558895967,-0.1406069471229966,0.014233269940960346,0.01998469370461595,-0.13905613917248985,-0.037002867638924374,-0.3172781014932593,-0.02437386126001286,0.0003542567672764788,-0.11831938073535155,0.1526755050345594,-0.0015375765664378883,-0.008337024595218677,-0.04557398449368303,0.029337469259791707,0.015864402227340018,-0.19675242185710087,-0.12272406184451476,-0.02021629875452349,-0.016856800832770236,0.1372265191699664,-0.03337009047751473,0.035481678164404236,-0.1187919615527043,-0.17137417505713992,0.010270142196484798,-0.10828868302342,-0.0819347187955385,0.0004895376494167331,0.14138478022601866,0.01277052473345069,-0.17682465463498437,-0.11147867582737057,0.04703411289956699,0.06411212684637263,0.13939912930013607,0.0019579610191743715,-0.05961988933050288,-0.06558445684329989,-0.1118122261074227,-0.16713107691698295,0.054085822809502505,-0.04218897908131886,-0.024411055210543764,0.07297045130440874,-0.10076335490205518,-0.00649790941595748,-0.21642758377548735,-0.046520345406078994,0.05385926869731263,-0.10781319185542586,-0.1582928806172484,0.11649048167182371,0.09088814246465769,-0.08024198453793596,0.19683208315185158,-0.07620453776044746,-0.12795603601084582,-0.02201510196060064,-0.1570103352847412,-0.08598793073453014,-0.1581636491385175,-0.08771841201700413,-0.09095252176738919,0.05866304385865553,-0.16023731435019745,0.15522129153716768,0.057120991864625506,0.08849801352858461,-0.020875657267749044,-0.0903612655487509,-0.06064776054369666,-0.0022286146319639055,-0.04956683845251468,-0.0937192382399964,-0.025593243447522875,-0.19276138635524387,0.3497928865106035,-0.25217469576166895,-0.12152793379673602,-0.06478145781011535,-0.10018829287055558,0.09639996827172828,0.13155565837988098,-0.08979593389581252,-0.06157058952807408,-0.015692378810740988,0.0169076771879642,0.001270278082081137,-0.059595486482565095,0.009928638015616383,-0.11644582162610452
AA4,-0.5094515301573667,0.028841797396061516,-0.30455180447944785,-0.6623225948564979,-0.6852195251337929,-0.6179518258486064,-0.37840803490555003,-0.45377026090655415,-0.563926582972429,-0.6297379812502024,-0.6415969153015418,-0.6793940920836208,-0.5888085819389005,-0.5959453709573436,-0.6201407856434434,-0.7755044225177261,-0.5137231405310737,-0.25438803429647716,-0.6486213261840769,-0.4650380072688216,-0.5772348242613701,-0.23678800537478992,-0.6759388760504361,-0.35205318613725745,-0.21260951905619585,-0.2822085258872663,-0.18578555506308755,-0.5869688148441794,-0.765088707784296,-0.4787738329538313,-0.4781757745680491,-0.1723473535846494,-0.7428621711553721,-0.476820920271762,-0.19010929068984822,-0.3333315792244132,-0.5895311248989663,-0.662492037718487,-0.6222419389522641,-0.29858480116466857,-0.4629551011762199,-0.20230592991159363,-0.5930252140008141,-0.25646614205672097,-0.4930732062901457,-0.7527465379136987,-0.5197616509937656,-0.3772196852078518,-0.6434237480031738,-0.6890768438191412,-0.16766341647054178,-0.5558175944482789,-0.3783408470753935,-0.5712458714518156,-0.6288153340502851,-0.5437671233259338,-0.5206339899213464,-0.5932890690275198,-0.376271088033622,-0.5598827751262996,-0.3961241105322935,-0.5327418993667221,-0.70894874198751,-0.6229715152817915,-0.521206069864624,-0.7705962062807169,-0.5301071880148767,-0.3292692325290225,-0.5975595114779693,-0.31949574047856694,-0.4308366755721805,-0.5091155052016609,-0.5539583392888217,-0.6342143847543887,-0.19849356002285337,-0.4348796631115121,-0.6808919655396852,-0.7447822788111063,-0.6606964051859733,-0.6155952610321298,-0.576136175318913,-0.7245515386344491,-0.29270677535249956,-0.5839230172384037,-0.5799684885336286,-0.6493771540033643,-0.6160736712558752,-0.7228329000279394,-0.26792692439280275,-0.6668749026156233,-0.5538677033849982,-0.37451225529237747,-0.12554093056190174,-0.5724594020301743,-0.5778119157199847,-0.13740862031451245,-0.4873074302582615,-0.49802443543966246,-0.6661734047277174,-0.32106119978057557,-0.7641414573938884,-0.5092111641032577
AA5,-0.039171727704614065,0.00988511534981912,-0.13981341028334385,0.056038253067078436,0.19270003968407512,0.058637675312710066,-0.1558498305687478,-0.03373350940104744,-0.1722650788913637,-0.13020530003411676,-0.05040693535329177,-0.11966412459660734,0.01756138594569904,0.2434941676092735,-0.03897391327409217,-0.06015039661155535,0.002902680464260426,-0.16032610416969223,-0.09737869004048251,-0.1774733359269485,0.00835276454200859,0.0935949376465652,-0.03691340399976685,-0.10400375750291047,-0.05219797879445839,-0.15675570665722618,-0.06318557900138468,0.014680237735051645,-0.06294252057300923,-0.16730238382450333,-0.01812799201652398,-0.14095697104199817,-0.027479657986772106,0.07001194187591916,-0.0223711138786598,-0.16214978896444918,-0.04668789076540686,-0.1252416712265119,-0.10609799585195016,-0.11594095770996633,0.12946567799242084,-0.0382019836218865,-0.039901744096883615,0.09458654659102386,0.014335813108679298,0.12361658933814959,-0.06684888687243284,-0.14628917539784958,-0.07128087097957622,-0.0331764286386016,0.029042014444241884,-0.11898676348461329,-0.08957841906048394,-0.049607957477115855,0.01660739820385468,0.05683621043468325,-0.05230105139495012,-0.06805942347117497,-0.11301189663808035,0.17383842691704193,0.11796915228656504,-0.10601716103692521,-0.10727807865257577,-0.04620298931872912,-0.1372302763875904,-0.055473712876561325,0.15338277397111114,-0.09718261430839177,-0.05294124324346868,-0.10511805103022952,-0.15258593201710124,0.0217100242003973,-0.11339960414148528,0.05857557013930405,-0.10904165846118427,-0.1022465828544999,-0.05646400882297314,-0.05140966508382084,0.15627052039970796,0.14905071562384023,-0.1364219405841317,-0.011581681257570585,-0.056030597603824325,-0.09761546744808147,0.05628074996855076,-0.10949546792335649,-0.11807878508924757,-0.03663499206136476,-0.1465981620310533,-0.24636309240400006,0.06790915471964759,-0.11836511616687816,0.19474116349916643,-0.10610320789595407,-0.04975333569019659,0.08254160114448424,-0.1117963293031797,-0.08431172938509092,-0.02805380626829073,-0.0639010379359549,0.18246792922662952,-0.10883795918939967
AA9,0.9994910126332638,2.5906813949696332e-05,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9491012633263886,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
CE12,0.12826992083910366,0.011704672264969343,0.22087033739975165,0.15131809971822016,0.14609323882083178,0.20307772904554258,0.061900296677541655,0.14096371375272154,0.08272749131198807,0.021879856967262367,0.23079029643447863,0.16944919441809353,0.29511271178750026,0.09822507030239427,0.2001975264627914,0.2540074818353679,0.16988872206583974,0.08412779532893469,0.18720823726147937,0.06674105095003269,0.00926520560936766,-0.136341338583946,0.039394531585870994,0.02626072526304727,0.04683443168605408,0.09543392289479787,0.05962316277183919,0.3920299410221414,0.17030360418430596,0.26893389090455616,0.30712160695968477,-0.04942602435279312,0.1291575675184952,0.032124422457130715,0.16979231808634285,-0.0514142213720238,0.22603365347173102,0.19628257177326336,-0.00464711683032704,0.2103516028858933,0.10767202905109544,0.06812577228293439,0.3970729135100104,-0.07622989134829836,0.08861101922656417,-0.05919770639907704,0.23039040211357908,0.04488716477951693,0.0023564822958488814,0.16739579932411125,-0.023695302565726575,0.1442697115015537,0.21110817570947754,0.1501378846496383,-0.0016805818132729143,0.17648761169988111,0.003023223069702722,-0.07055830378341069,0.07247150928760561,0.11335386867825474,0.04243100530025571,0.15959704060940283,0.20309132939396085,0.10178823489649756,0.2540298964678952,-0.04047195714244462,0.21857808131636,-0.024733497106882784,0.14579009787112948,0.07541584636203105,0.31293385422480985,0.12148945831555669,0.26636470276067814,0.3645720736788912,0.07903492659723631,0.04949909596616501,0.2195081253265887,0.11536150174050543,-0.012748220757666814,0.0885842564300501,0.12744219848323693,0.2022989320826652,0.12242703015525132,0.13433157437347135,0.18352793007491686,0.11690745964815541,0.09862652689476689,0.22260546216106358,0.11863618725761374,0.11833098851975275,0.050810459921042134,0.10467724881112384,0.12070440780022369,0.16565376491531553,0.1762043937193289,0.0385214774522813,0.10837349403289968,0.16983251916896483,0.31727165876568486,0.27175406742862035,0.37990736555404353,0.07033599469272515
EXPN,0.005758893290646141,0.01489190132484683,-0.03790554707626947,-0.04500344385611232,0.058017482982902144,-0.14249538036059228,-0.009437547310876405,0.08542914910416642,0.024506294687099896,0.003040237763800244,0.04398009188913781,0.004432180127313874,-0.08087410715031203,0.19574936135751758,-0.27382698560690316,-0.13057627071576067,0.11425858838226921,0.07548726723981859,0.03935110463313347,0.0674415706093757,0.15715114875414182,0.05146368967532625,0.10222204907632684,0.19780535489644788,0.014079105850528179,-0.10372828004834972,0.07655938913602875,0.003639072013171497,-0.15003016806730657,-0.19270822510244692,-0.06634866624040955,0.07063706393134035,-0.2631374638677295,-0.031755156067001106,0.002792560360318466,0.057045099676638324,0.015912918813873765,0.005193980751707387,-0.04575388652869651,-0.022832252972880798,0.11325606900697982,0.3197270495678372,-0.08183358025003455,0.1846696781126141,-0.010036986627568297,0.10780934090056316,0.08352157956898554,0.08253554591231153,0.05812377998049708,0.05124983856421141,-0.060551057062987614,-0.19475427634171585,-0.089121197609709,-0.06961651261815313,-0.012051253222929553,-0.033705578812546724,0.30979013198486843,0.13631149898167788,0.1382371100854628,-0.24555089887602216,-0.06723964545998813,-0.12555786487553908,-0.07019317175632346,0.1585848697447123,-0.04829886643919243,-0.038131810186971836,0.03231462225030578,0.24663171548751578,-0.15239280972196761,0.15705281237672572,-0.030526586801518076,-0.1665601657407161,-0.309031779809884,-0.2847204979225221,0.1381027055337076,0.08873132988054787,0.09442241788568781,0.050025638638394654,0.0684433938486616,0.12982801487141768,0.07422852220840453,0.09110965514153666,-0.03880148551129229,-0.025580830257749685,0.020040893899447923,-0.023010506424050378,-0.06091405493152683,-0.10617078812029,-0.1214470847428546,0.11985890534888005,0.005657158447792221,0.06662534818325892,0.06685732617691265,-0.05932016659161287,-0.1255414223151594,-0.05503221981384023,-0.019641007468775104,-0.05616852876854384,0.04809438084505203,0.2475601320546303,0.08324436836657531,-0.08503525045031492
GH5_9,0.16555564748186657,0.013209669210822537,0.14134915138978463,-0.0401113035712477,0.05025886950851194,0.01661491362216708,-0.0890634589231405,0.15150081082608569,0.1865919926336648,0.17326963596085942,0.2516270953688558,0.3434403623075562,0.19040663202538813,0.14433403469790249,0.3227368959871082,0.3138003939036988,0.22171027733046877,0.21451783982231462,0.17833103961684563,0.281312280640118,0.22876397270156965,0.009300994637096847,0.08532860334078413,0.018147194363620275,-0.03470052440694053,0.13144025373012005,0.039838827795231395,0.24769151809691412,0.2578413087992392,0.45310075407114525,0.05609502778757482,0.05002885086445144,0.14372406114331435,0.19682312754205622,0.057697138735786094,0.06789139219383841,0.2765186306334059,0.3376154806594758,0.16499073824823557,0.13712725789550534,0.18449892282353383,0.036468062352595025,0.3462214127797719,0.12231693664236731,0.08886488397872461,0.34061870051908666,0.23327515381213665,0.01143126879487633,0.2295504335568832,0.21453143910880926,0.0653598275773799,0.17430725831618346,0.2500345963796498,0.20996269186731956,0.05606402061753084,0.06542089442528017,0.09880225246054813,0.33132813279247925,0.031310258513112595,0.1403831245153299,0.08807233610883644,0.3872918074358231,0.17420985886051552,0.22610299488882774,0.3916809140613,0.19731083634515864,0.1491715729149832,0.03994329360951339,0.11077397733485891,0.08526432586304054,0.2502492133678687,0.13479698894577608,0.32180343417619517,0.2996831331139077,0.09658234366297565,0.20089813649296848,0.1771936012324171,0.32099194186205654,0.07895530984883868,0.07983694040829903,0.33159563974177275,0.16293661464549686,0.04182647024796162,0.20658406482610137,0.044206995327941645,0.17534422914331282,0.23327532127612768,0.31729781026141196,0.08042923585003366,0.32149509737969245,0.19101776596567904,0.08655089345160145,-0.03193558765385646,0.13755307625516597,0.2681583665204347,0.03967421393568301,0.24071546198715174,0.2447006132510859,0.23995834977546251,-0.14071240948997488,0.11903195634780135,0.2264052647934459
GH15,0.5277834531214626,0.010177944852125457,0.5471566875343477,0.4114254879594847,0.49375386012519207,0.4708686254946554,0.3037000917664819,0.6359172696426036,0.5280382636834439,0.3937717436624588,0.45250143159716694,0.5675384062320278,0.5864082122217175,0.520866999812738,0.627748123563201,0.5346154044650155,0.6396834617580739,0.4139755754713484,0.5910734004576694,0.46847661519568334,0.4979244853508676,0.477727748606988,0.4705337610376921,0.5153622364636169,0.3227480015745278,0.47322648161313885,0.4533683686986088,0.8230350192654226,0.4583114846058327,0.4783320834807877,0.511748679161992,0.484183721450242,0.5709780038300276,0.5693551528851463,0.4393641082314001,0.4930631352527594,0.5490743152652446,0.5853493730427967,0.5330262217664296,0.4964798778877146,0.4941032116731147,0.4776281741477478,0.7142962040466542,0.6023505774857199,0.44706689690519696,0.7396572193239984,0.4975594140820021,0.432184479200708,0.35370072138161207,0.544547345470432,0.32902235359833826,0.5281815361125628,0.4621209367680017,0.5310300763406564,0.5233657884703842,0.5867315102074844,0.611898567583054,0.5037096099828418,0.4480910098517855,0.4092024567142052,0.532438784154219,0.5691478815280534,0.5813397835308214,0.6062362957549406,0.6744301202119273,0.6439652021285723,0.5770160466430959,0.6006525774516148,0.4818908117044133,0.48907314665121565,0.5887703409452066,0.5504968553843596,0.5245437361913272,0.6668369040924438,0.46082504482547576,0.5381358499924696,0.8871979436392875,0.5896360703391064,0.38009275557834643,0.5329321295592491,0.6426070215174547,0.6465288787839086,0.399674812879127,0.4474187158277938,0.5318249747488729,0.5537194466340066,0.5593288409351866,0.5135386864732538,0.4627327437906034,0.6851178408280344,0.43894127100360286,0.527180091767577,0.43040795090995104,0.5447323359711386,0.44683478709019253,0.3445079295867449,0.49317400146420537,0.4888901717422209,0.7553874755412555,0.600659496716154,0.7003059156626293,0.46201363250517113
